time,symbol,open,high,low,close,volume,timestamp
2025-12-28 18:35:00+05:30,BTCUSD,87878.0,87932.5,87846.5,87846.5,18302,2025-12-28 18:35:00+05:30
2025-12-28 18:40:00+05:30,BTCUSD,87847.5,87873.0,87825.0,87826.0,10051,2025-12-28 18:40:00+05:30
2025-12-28 18:45:00+05:30,BTCUSD,87825.0,87831.0,87783.0,87828.5,19499,2025-12-28 18:45:00+05:30
2025-12-28 18:50:00+05:30,BTCUSD,87828.5,87880.5,87820.0,87876.0,10457,2025-12-28 18:50:00+05:30
2025-12-28 18:55:00+05:30,BTCUSD,87876.0,87887.5,87823.0,87823.0,9248,2025-12-28 18:55:00+05:30
2025-12-28 19:00:00+05:30,BTCUSD,87824.0,87866.0,87823.0,87856.0,5914,2025-12-28 19:00:00+05:30
2025-12-28 19:05:00+05:30,BTCUSD,87856.0,87939.5,87855.0,87914.5,16279,2025-12-28 19:05:00+05:30
2025-12-28 19:10:00+05:30,BTCUSD,87914.5,87914.5,87892.0,87893.0,7391,2025-12-28 19:10:00+05:30
2025-12-28 19:15:00+05:30,BTCUSD,87897.5,87897.5,87892.0,87895.0,6066,2025-12-28 19:15:00+05:30
2025-12-28 19:20:00+05:30,BTCUSD,87893.0,87909.0,87872.5,87872.5,13268,2025-12-28 19:20:00+05:30
2025-12-28 19:25:00+05:30,BTCUSD,87872.5,87887.0,87860.0,87872.0,5330,2025-12-28 19:25:00+05:30
2025-12-28 19:30:00+05:30,BTCUSD,87871.0,87967.0,87871.0,87960.0,18986,2025-12-28 19:30:00+05:30
2025-12-28 19:35:00+05:30,BTCUSD,87960.0,87966.5,87927.5,87965.0,14669,2025-12-28 19:35:00+05:30
2025-12-28 19:40:00+05:30,BTCUSD,87965.0,87967.0,87945.0,87945.0,21530,2025-12-28 19:40:00+05:30
2025-12-28 19:45:00+05:30,BTCUSD,87945.0,87957.0,87941.5,87946.0,10436,2025-12-28 19:45:00+05:30
2025-12-28 19:50:00+05:30,BTCUSD,87946.0,87955.0,87895.0,87917.0,15800,2025-12-28 19:50:00+05:30
2025-12-28 19:55:00+05:30,BTCUSD,87917.5,87955.5,87917.0,87954.5,9413,2025-12-28 19:55:00+05:30
2025-12-28 20:00:00+05:30,BTCUSD,87954.5,87956.0,87911.0,87931.5,10608,2025-12-28 20:00:00+05:30
2025-12-28 20:05:00+05:30,BTCUSD,87932.5,87947.0,87926.5,87941.0,5473,2025-12-28 20:05:00+05:30
2025-12-28 20:10:00+05:30,BTCUSD,87941.0,88077.5,87933.5,87972.5,76641,2025-12-28 20:10:00+05:30
2025-12-28 20:15:00+05:30,BTCUSD,87972.5,88008.0,87968.0,87968.0,22363,2025-12-28 20:15:00+05:30
2025-12-28 20:20:00+05:30,BTCUSD,87967.0,87985.5,87894.0,87907.0,25279,2025-12-28 20:20:00+05:30
2025-12-28 20:25:00+05:30,BTCUSD,87907.0,87908.0,87880.0,87882.5,24845,2025-12-28 20:25:00+05:30
2025-12-28 20:30:00+05:30,BTCUSD,87881.5,87926.0,87828.0,87926.0,38627,2025-12-28 20:30:00+05:30
2025-12-28 20:35:00+05:30,BTCUSD,87925.0,87966.5,87905.0,87923.0,15662,2025-12-28 20:35:00+05:30
2025-12-28 20:40:00+05:30,BTCUSD,87923.0,87969.0,87922.0,87949.0,11121,2025-12-28 20:40:00+05:30
2025-12-28 20:45:00+05:30,BTCUSD,87949.0,87976.5,87949.0,87960.5,12737,2025-12-28 20:45:00+05:30
2025-12-28 20:50:00+05:30,BTCUSD,87959.5,87976.5,87910.5,87910.5,10985,2025-12-28 20:50:00+05:30
2025-12-28 20:55:00+05:30,BTCUSD,87910.5,87945.0,87910.5,87928.5,7127,2025-12-28 20:55:00+05:30
2025-12-28 21:00:00+05:30,BTCUSD,87928.5,87928.5,87875.5,87875.5,10729,2025-12-28 21:00:00+05:30
2025-12-28 21:05:00+05:30,BTCUSD,87875.5,87909.0,87867.5,87909.0,8749,2025-12-28 21:05:00+05:30
2025-12-28 21:10:00+05:30,BTCUSD,87909.0,87909.0,87888.0,87893.0,4768,2025-12-28 21:10:00+05:30
2025-12-28 21:15:00+05:30,BTCUSD,87893.0,87908.0,87892.0,87908.0,6682,2025-12-28 21:15:00+05:30
2025-12-28 21:20:00+05:30,BTCUSD,87907.0,87930.5,87822.0,87822.0,19843,2025-12-28 21:20:00+05:30
