timestamp,open,high,low,close,volume,stochk_9_3,stochk_14_3,stochk_40_3,stochk_60_3,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,day,time,breakout,sl,entry,maxrr,rr
2025-06-09 11:25:00+05:30,518.9,519.0,518.25,518.8,40689,19.9,36.0,82.1,81.7,0.2,1.09,2.52,0.03,1.3,2.24,59.14779595689065,0.34,2025-06-09,11:25:00,True,518.25,518.8,8.8,4.4
2025-07-09 10:50:00+05:30,230.62,231.0,230.5,230.68,30149,23.4,22.7,64.5,80.8,0.03,0.48,0.81,-0.14,0.52,1.25,54.10859541111263,0.27,2025-07-09,10:50:00,True,230.5,230.68,2.0,0.3
2025-06-25 10:55:00+05:30,2125.9,2129.0,2124.2,2127.9,10389,17.9,42.2,84.7,84.2,0.54,1.81,3.12,0.21,2.33,3.63,63.004973794172784,0.44,2025-06-25,10:55:00,True,2124.2,2127.9,1.9,0.4
2025-08-18 10:25:00+05:30,1445.7,1445.7,1443.9,1444.2,29572,8.3,50.1,76.4,77.7,0.06,0.5,0.84,0.1,0.68,1.01,57.659381815370665,0.16,2025-08-18,10:25:00,True,1443.9,1444.2,0.6,-0.2
2025-08-21 11:05:00+05:30,1443.6,1444.9,1443.1,1444.2,43093,30.4,58.5,86.3,86.7,0.16,0.43,0.61,0.11,0.56,0.8,65.42988473754576,0.14,2025-08-21,11:05:00,True,1443.1,1444.2,0.2,-0.6
2025-06-09 09:50:00+05:30,2004.3,2006.8,2001.7,2005.4,12576,21.6,39.2,81.5,83.6,0.32,1.43,2.84,0.2,1.57,3.55,64.49468565898695,0.36,2025-06-09,09:50:00,True,2001.7,2005.4,1.8,1.6
2025-06-13 11:25:00+05:30,1931.3,1931.3,1926.4,1926.9,6317,23.5,40.2,83.3,83.3,0.06,0.38,0.22,0.0,0.7,0.49,53.786247102476565,0.32,2025-06-13,11:25:00,True,1926.4,1926.9,-1.0,-1.0
2025-06-09 10:30:00+05:30,72.66,72.69,72.5,72.51,454071,26.4,46.8,74.9,82.1,0.04,0.92,2.41,0.02,0.75,2.92,54.41092100129653,0.34,2025-06-09,10:30:00,True,72.5,72.51,1.9,0.3
2025-07-03 10:00:00+05:30,77.17,77.24,77.04,77.14,591389,28.4,28.4,87.5,87.5,0.1,1.34,2.83,-0.1,1.66,3.65,58.01437725904607,0.31,2025-07-03,10:00:00,True,77.04,77.14,2.6,2.0
2025-07-14 10:55:00+05:30,75.99,76.02,75.93,75.99,122085,29.2,45.1,82.0,82.0,0.03,0.34,0.25,0.02,0.57,0.63,54.76823405672839,0.21,2025-07-14,10:55:00,True,75.93,75.99,0.5,0.3
2025-07-17 09:20:00+05:30,425.2,425.25,424.2,424.75,94132,29.2,29.0,69.5,81.3,0.03,0.16,0.37,-0.01,0.15,0.42,54.00978594379873,0.12,2025-07-17,09:20:00,True,424.2,424.75,0.1,-0.6
2025-08-05 09:20:00+05:30,640.0,640.8,639.0,640.2,17886,38.3,63.7,87.7,93.1,0.35,0.74,1.29,0.31,0.73,1.5,73.02297458135689,0.18,2025-08-05,09:20:00,True,639.0,640.2,1.7,-0.5
2025-08-18 10:55:00+05:30,780.5,780.8,780.5,780.8,14563,22.6,27.7,78.6,80.8,0.08,0.45,0.92,-0.03,0.51,1.03,56.533565421308566,0.2,2025-08-18,10:55:00,True,780.5,780.8,2.4,0.2
2025-06-09 10:50:00+05:30,142.2,142.34,142.18,142.28,55927,32.1,72.0,81.3,82.0,0.26,0.63,0.92,0.25,0.77,1.07,63.309806658998106,0.2,2025-06-09,10:50:00,True,142.18,142.28,3.1,3.0
2025-06-17 09:20:00+05:30,142.6,142.75,142.34,142.53,376700,38.6,45.8,81.3,83.5,0.5,0.86,0.99,0.43,1.05,1.34,67.34053268264125,0.25,2025-06-17,09:20:00,True,142.34,142.53,2.0,-0.1
2025-06-24 10:15:00+05:30,143.98,144.25,143.93,143.99,327066,29.3,76.3,79.5,81.8,0.85,1.97,2.79,1.06,2.34,3.33,75.50047187563175,0.32,2025-06-24,10:15:00,True,143.93,143.99,0.2,0.2
2025-06-27 11:05:00+05:30,146.83,147.9,146.79,147.79,2386902,40.5,66.9,78.7,82.9,0.74,1.19,1.8,0.75,1.2,1.99,69.92392755886993,0.26,2025-06-27,11:05:00,True,146.79,147.79,0.4,-0.3
2025-07-07 11:05:00+05:30,153.8,154.0,153.75,153.91,190119,19.4,36.1,80.9,80.8,0.31,1.11,1.96,0.13,1.37,2.37,64.82191162143315,0.25,2025-07-07,11:05:00,True,153.75,153.91,0.3,-0.4
2025-06-24 11:15:00+05:30,766.15,767.25,766.05,767.2,5508,28.2,33.8,79.5,80.5,0.1,0.49,0.87,-0.0,0.65,1.08,57.20529485116591,0.19,2025-06-24,11:15:00,True,766.05,767.2,0.7,-0.1
2025-07-07 11:10:00+05:30,784.35,784.95,784.0,784.05,5552,24.5,30.3,80.7,82.4,0.02,0.26,0.43,-0.03,0.34,0.55,55.08109795389615,0.14,2025-07-07,11:10:00,True,784.0,784.05,0.3,0.3
2025-07-28 11:20:00+05:30,133.69,134.4,133.65,134.02,197227,33.2,35.8,81.9,81.0,0.27,0.51,0.4,0.18,0.74,0.7,57.942353360549156,0.35,2025-07-28,11:20:00,True,133.65,134.02,0.1,-0.4
2025-05-26 09:20:00+05:30,173.24,173.74,173.02,173.15,297431,44.6,52.6,72.9,80.5,0.64,0.9,1.14,0.65,0.93,1.38,68.42115218790464,0.28,2025-05-26,09:20:00,True,173.02,173.15,-1.0,-1.0
2025-08-18 11:05:00+05:30,147.0,147.4,146.95,147.33,89407,34.2,68.6,85.7,84.5,0.61,1.31,1.75,0.56,1.69,2.06,69.54048344680375,0.26,2025-08-18,11:05:00,True,146.95,147.33,0.2,-0.6
2025-06-18 10:50:00+05:30,843.6,843.9,839.25,840.35,526871,9.2,25.8,76.2,76.2,-0.14,1.16,1.93,-0.53,1.94,2.53,53.386025166807705,0.44,2025-06-18,10:50:00,True,839.25,840.35,0.6,0.5
2025-07-15 09:30:00+05:30,1392.6,1394.8,1386.5,1392.9,23547,30.9,30.4,78.3,80.4,-0.05,0.42,0.58,-0.23,0.75,1.11,51.81385306458734,0.34,2025-07-15,09:30:00,True,1386.5,1392.9,-0.0,-0.3
2025-07-22 11:25:00+05:30,1449.0,1450.2,1448.5,1449.9,19428,27.9,27.9,78.3,80.0,0.01,1.13,2.42,-0.37,1.47,3.08,56.253607924498134,0.37,2025-07-22,11:25:00,True,1448.5,1449.9,-1.0,-1.0
2025-08-25 10:30:00+05:30,1520.2,1525.7,1519.5,1524.7,68790,33.9,73.5,84.9,83.0,0.6,1.22,1.59,0.69,1.55,1.77,68.36184260257144,0.28,2025-08-25,10:30:00,True,1519.5,1524.7,1.7,0.9
2025-06-24 11:20:00+05:30,5639.5,5647.0,5638.5,5638.5,13826,8.5,7.6,75.8,78.9,0.04,1.08,2.33,-0.31,1.33,2.97,57.104110984558886,0.24,2025-06-24,11:20:00,True,5638.5,5638.5,0.0,0.0
2025-07-03 10:15:00+05:30,1057.7,1058.1,1057.2,1057.7,5369,25.8,21.1,81.0,82.0,-0.06,0.68,1.52,-0.21,0.8,2.16,52.4386457831782,0.26,2025-07-03,10:15:00,True,1057.2,1057.7,1.5,0.5
